sentence_id	word_id	word	nfixations	meanpupilsize	ffd	sfd	gd	gpt	trt	ffd_pupilsize	gd_pupilsize	gpt_pupilsize	trt_pupilsize	ffd_t1_mean	ffd_t2_mean	ffd_a1_mean	ffd_a2_mean	ffd_b1_mean	ffd_b2_mean	ffd_g1_mean	ffd_g2_mean	sfd_t1_mean	sfd_t2_mean	sfd_a1_mean	sfd_a2_mean	sfd_b1_mean	sfd_b2_mean	sfd_g1_mean	sfd_g2_mean	gd_t1_mean	gd_t2_mean	gd_a1_mean	gd_a2_mean	gd_b1_mean	gd_b2_mean	gd_g1_mean	gd_g2_mean	gpt_t1_mean	gpt_t2_mean	gpt_a1_mean	gpt_a2_mean	gpt_b1_mean	gpt_b2_mean	gpt_g1_mean	gpt_g2_mean	trt_t1_mean	trt_t2_mean	trt_a1_mean	trt_a2_mean	trt_b1_mean	trt_b2_mean	trt_g1_mean	trt_g2_mean
113	1	She	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
113	2	attended	1.0	3133.0	99.0	99.0	99.0	99.0	99.0	3133.0	3133.0	3133.0	3133.0	2.285227	3.833947	2.41266	3.106864	2.870728	3.005711	1.443722	1.246347	2.285227	3.833947	2.41266	3.106864	2.870728	3.005711	1.443722	1.246347	2.285227	3.833947	2.41266	3.106864	2.870728	3.005711	1.443722	1.246347	2.285227	3.833947	2.41266	3.106864	2.870728	3.005711	1.443722	1.246347	2.285227	3.833947	2.41266	3.106864	2.870728	3.005711	1.443722	1.246347
113	3	Beverly	1.0	3115.0	67.0	67.0	67.0	67.0	67.0	3115.0	3115.0	3115.0	3115.0	1.615156	3.077417	2.171341	1.511383	2.02749	2.153964	1.488126	1.299151	1.615156	3.077417	2.171341	1.511383	2.02749	2.153964	1.488126	1.299151	1.615156	3.077417	2.171341	1.511383	2.02749	2.153964	1.488126	1.299151	1.615156	3.077417	2.171341	1.511383	2.02749	2.153964	1.488126	1.299151	1.615156	3.077417	2.171341	1.511383	2.02749	2.153964	1.488126	1.299151
113	4	Hills	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
113	5	High	1.0	3074.0	50.0	50.0	50.0	50.0	50.0	3074.0	3074.0	3074.0	3074.0	1.774277	1.336219	1.719382	1.632728	1.949311	1.739708	0.976388	0.947116	1.774277	1.336219	1.719382	1.632728	1.949311	1.739708	0.976388	0.947116	1.774277	1.336219	1.719382	1.632728	1.949311	1.739708	0.976388	0.947116	1.774277	1.336219	1.719382	1.632728	1.949311	1.739708	0.976388	0.947116	1.774277	1.336219	1.719382	1.632728	1.949311	1.739708	0.976388	0.947116
113	6	School,	1.0	3049.0	84.0	84.0	84.0	84.0	84.0	3049.0	3049.0	3049.0	3049.0	2.033063	1.935238	2.408567	1.849296	2.451843	1.955995	1.235097	1.185003	2.033063	1.935238	2.408567	1.849296	2.451843	1.955995	1.235097	1.185003	2.033063	1.935238	2.408567	1.849296	2.451843	1.955995	1.235097	1.185003	2.033063	1.935238	2.408567	1.849296	2.451843	1.955995	1.235097	1.185003	2.033063	1.935238	2.408567	1.849296	2.451843	1.955995	1.235097	1.185003
113	7	but	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
113	8	left	1.0	3000.0	66.0	66.0	66.0	66.0	66.0	3000.0	3000.0	3000.0	3000.0	1.939344	3.796048	2.74046	3.243172	2.477356	2.372502	1.480304	1.462702	1.939344	3.796048	2.74046	3.243172	2.477356	2.372502	1.480304	1.462702	1.939344	3.796048	2.74046	3.243172	2.477356	2.372502	1.480304	1.462702	1.939344	3.796048	2.74046	3.243172	2.477356	2.372502	1.480304	1.462702	1.939344	3.796048	2.74046	3.243172	2.477356	2.372502	1.480304	1.462702
113	9	to	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
113	10	become	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
113	11	an	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
113	12	actress.	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
114	1	Soon	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
114	2	after,	1.0	2964.0	75.0	75.0	75.0	75.0	75.0	2964.0	2964.0	2964.0	2964.0	2.073587	2.655111	1.586332	2.803142	2.650347	1.672689	1.139756	1.006832	2.073587	2.655111	1.586332	2.803142	2.650347	1.672689	1.139756	1.006832	2.073587	2.655111	1.586332	2.803142	2.650347	1.672689	1.139756	1.006832	2.073587	2.655111	1.586332	2.803142	2.650347	1.672689	1.139756	1.006832	2.073587	2.655111	1.586332	2.803142	2.650347	1.672689	1.139756	1.006832
114	3	she	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
114	4	enrolled	1.0	2946.0	59.0	59.0	59.0	59.0	59.0	2946.0	2946.0	2946.0	2946.0	1.560623	1.716275	1.823737	1.246967	1.505066	1.81507	1.225635	1.114214	1.560623	1.716275	1.823737	1.246967	1.505066	1.81507	1.225635	1.114214	1.560623	1.716275	1.823737	1.246967	1.505066	1.81507	1.225635	1.114214	1.560623	1.716275	1.823737	1.246967	1.505066	1.81507	1.225635	1.114214	1.560623	1.716275	1.823737	1.246967	1.505066	1.81507	1.225635	1.114214
114	5	at	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
114	6	London's	1.0	2910.0	97.0	97.0	97.0	97.0	97.0	2910.0	2910.0	2910.0	2910.0	1.52076	2.044665	1.278309	1.179142	1.651792	1.803901	1.054816	1.269493	1.52076	2.044665	1.278309	1.179142	1.651792	1.803901	1.054816	1.269493	1.52076	2.044665	1.278309	1.179142	1.651792	1.803901	1.054816	1.269493	1.52076	2.044665	1.278309	1.179142	1.651792	1.803901	1.054816	1.269493	1.52076	2.044665	1.278309	1.179142	1.651792	1.803901	1.054816	1.269493
114	7	Central	1.0	2883.0	56.0	56.0	56.0	56.0	56.0	2883.0	2883.0	2883.0	2883.0	1.174089	1.176218	1.484804	1.221664	1.989473	2.151019	0.896965	1.047076	1.174089	1.176218	1.484804	1.221664	1.989473	2.151019	0.896965	1.047076	1.174089	1.176218	1.484804	1.221664	1.989473	2.151019	0.896965	1.047076	1.174089	1.176218	1.484804	1.221664	1.989473	2.151019	0.896965	1.047076	1.174089	1.176218	1.484804	1.221664	1.989473	2.151019	0.896965	1.047076
114	8	School	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
114	9	of	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
114	10	Speech	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
114	11	and	1.0	2900.0	105.0	105.0	105.0	105.0	105.0	2900.0	2900.0	2900.0	2900.0	1.777403	1.157873	1.542128	1.522161	1.971145	1.638389	1.091824	1.203259	1.777403	1.157873	1.542128	1.522161	1.971145	1.638389	1.091824	1.203259	1.777403	1.157873	1.542128	1.522161	1.971145	1.638389	1.091824	1.203259	1.777403	1.157873	1.542128	1.522161	1.971145	1.638389	1.091824	1.203259	1.777403	1.157873	1.542128	1.522161	1.971145	1.638389	1.091824	1.203259
114	12	Drama,	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
114	13	where	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
114	14	she	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
114	15	attended	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
114	16	18	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
114	17	months.	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
115	1	Reynolds	2.0	2900.5	114.0	n/a	114.0	114.0	268.0	2884.0	2884.0	2884.0	2900.5	1.844747	1.520585	1.7883	2.480005	2.455445	1.879835	0.989653	1.085785	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1.844747	1.520585	1.7883	2.480005	2.455445	1.879835	0.989653	1.085785	1.844747	1.520585	1.7883	2.480005	2.455445	1.879835	0.989653	1.085785	1.858578	1.330735	1.628062	2.326772	2.562606	2.126596	1.110887	1.083379
115	2	was	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
115	3	inexperienced	1.0	2889.0	108.0	108.0	108.0	108.0	108.0	2889.0	2889.0	2889.0	2889.0	1.877951	1.3644	1.622042	2.621372	2.983982	3.32156	1.257873	1.085263	1.877951	1.3644	1.622042	2.621372	2.983982	3.32156	1.257873	1.085263	1.877951	1.3644	1.622042	2.621372	2.983982	3.32156	1.257873	1.085263	1.877951	1.3644	1.622042	2.621372	2.983982	3.32156	1.257873	1.085263	1.877951	1.3644	1.622042	2.621372	2.983982	3.32156	1.257873	1.085263
115	4	and	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
115	5	did	1.0	2895.0	79.0	79.0	79.0	79.0	79.0	2895.0	2895.0	2895.0	2895.0	1.604165	1.076672	1.332303	2.090315	1.684819	1.623918	0.848147	1.047909	1.604165	1.076672	1.332303	2.090315	1.684819	1.623918	0.848147	1.047909	1.604165	1.076672	1.332303	2.090315	1.684819	1.623918	0.848147	1.047909	1.604165	1.076672	1.332303	2.090315	1.684819	1.623918	0.848147	1.047909	1.604165	1.076672	1.332303	2.090315	1.684819	1.623918	0.848147	1.047909
115	6	not	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
115	7	know	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
115	8	how	1.0	2887.0	64.0	64.0	64.0	64.0	64.0	2887.0	2887.0	2887.0	2887.0	1.658304	0.942949	1.033279	0.969925	1.088306	1.25225	1.032632	1.088193	1.658304	0.942949	1.033279	0.969925	1.088306	1.25225	1.032632	1.088193	1.658304	0.942949	1.033279	0.969925	1.088306	1.25225	1.032632	1.088193	1.658304	0.942949	1.033279	0.969925	1.088306	1.25225	1.032632	1.088193	1.658304	0.942949	1.033279	0.969925	1.088306	1.25225	1.032632	1.088193
115	9	to	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
115	10	tap	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
115	11	dance.	1.0	2955.0	87.0	87.0	87.0	241.0	87.0	2955.0	2955.0	2936.0	2955.0	1.210256	1.011534	1.140545	1.368488	1.762153	1.470298	0.997956	1.089579	1.210256	1.011534	1.140545	1.368488	1.762153	1.470298	0.997956	1.089579	1.210256	1.011534	1.140545	1.368488	1.762153	1.470298	0.997956	1.089579	1.541333	1.07621	1.304184	1.771013	2.21596	1.921828	1.115039	1.085276	1.210256	1.011534	1.140545	1.368488	1.762153	1.470298	0.997956	1.089579
116	1	Born	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
116	2	in	1.0	2922.0	80.0	80.0	80.0	80.0	80.0	2922.0	2922.0	2922.0	2922.0	1.33946	0.772319	1.508875	1.947228	2.85859	1.575381	1.104169	1.095356	1.33946	0.772319	1.508875	1.947228	2.85859	1.575381	1.104169	1.095356	1.33946	0.772319	1.508875	1.947228	2.85859	1.575381	1.104169	1.095356	1.33946	0.772319	1.508875	1.947228	2.85859	1.575381	1.104169	1.095356	1.33946	0.772319	1.508875	1.947228	2.85859	1.575381	1.104169	1.095356
116	3	Boston	2.0	2907.5	50.0	n/a	50.0	212.0	132.0	2909.0	2909.0	2912.3333	2907.5	0.980988	1.008185	2.013046	3.11714	2.624041	2.300733	1.336161	1.244071	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.980988	1.008185	2.013046	3.11714	2.624041	2.300733	1.336161	1.244071	1.1824	0.998783	1.654234	2.486148	2.446074	2.240174	1.138426	1.066817	1.103871	1.112016	1.726913	2.755608	2.239816	2.572571	1.155555	1.052547
116	4	into	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
116	5	one	1.0	2889.0	67.0	67.0	67.0	67.0	67.0	2889.0	2889.0	2889.0	2889.0	1.508652	1.067364	1.471194	1.376591	1.790984	2.005286	1.160789	0.965324	1.508652	1.067364	1.471194	1.376591	1.790984	2.005286	1.160789	0.965324	1.508652	1.067364	1.471194	1.376591	1.790984	2.005286	1.160789	0.965324	1.508652	1.067364	1.471194	1.376591	1.790984	2.005286	1.160789	0.965324	1.508652	1.067364	1.471194	1.376591	1.790984	2.005286	1.160789	0.965324
116	6	of	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
116	7	the	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
116	8	country's	1.0	2881.0	75.0	75.0	75.0	75.0	75.0	2881.0	2881.0	2881.0	2881.0	1.16107	1.449971	1.417987	1.80275	1.7776	1.716697	1.26088	1.113795	1.16107	1.449971	1.417987	1.80275	1.7776	1.716697	1.26088	1.113795	1.16107	1.449971	1.417987	1.80275	1.7776	1.716697	1.26088	1.113795	1.16107	1.449971	1.417987	1.80275	1.7776	1.716697	1.26088	1.113795	1.16107	1.449971	1.417987	1.80275	1.7776	1.716697	1.26088	1.113795
116	9	most	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
116	10	prominent	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
116	11	families	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
116	12	(both	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
116	13	his	1.0	2874.0	63.0	63.0	63.0	63.0	63.0	2874.0	2874.0	2874.0	2874.0	0.941772	1.146385	1.25474	1.409784	2.580203	2.710128	1.328554	1.05293	0.941772	1.146385	1.25474	1.409784	2.580203	2.710128	1.328554	1.05293	0.941772	1.146385	1.25474	1.409784	2.580203	2.710128	1.328554	1.05293	0.941772	1.146385	1.25474	1.409784	2.580203	2.710128	1.328554	1.05293	0.941772	1.146385	1.25474	1.409784	2.580203	2.710128	1.328554	1.05293
116	14	great-grandfather	1.0	2901.0	74.0	74.0	74.0	137.0	74.0	2901.0	2901.0	2887.5	2901.0	1.727043	1.288402	1.121219	1.093901	1.475643	1.800722	1.28328	1.032943	1.727043	1.288402	1.121219	1.093901	1.475643	1.800722	1.28328	1.032943	1.727043	1.288402	1.121219	1.093901	1.475643	1.800722	1.28328	1.032943	1.334407	1.217394	1.187979	1.251842	2.027923	2.255425	1.305917	1.042937	1.727043	1.288402	1.121219	1.093901	1.475643	1.800722	1.28328	1.032943
116	15	and	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
116	16	his	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
116	17	grandfather	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
116	18	had	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
116	19	been	1.0	2847.0	82.0	82.0	82.0	82.0	82.0	2847.0	2847.0	2847.0	2847.0	1.270266	1.405935	1.527125	1.534837	2.055196	1.366745	1.082855	1.073306	1.270266	1.405935	1.527125	1.534837	2.055196	1.366745	1.082855	1.073306	1.270266	1.405935	1.527125	1.534837	2.055196	1.366745	1.082855	1.073306	1.270266	1.405935	1.527125	1.534837	2.055196	1.366745	1.082855	1.073306	1.270266	1.405935	1.527125	1.534837	2.055196	1.366745	1.082855	1.073306
