sentence_id	word_id	word	nfixations	meanpupilsize	ffd	sfd	gd	gpt	trt	ffd_pupilsize	gd_pupilsize	gpt_pupilsize	trt_pupilsize	ffd_t1_mean	ffd_t2_mean	ffd_a1_mean	ffd_a2_mean	ffd_b1_mean	ffd_b2_mean	ffd_g1_mean	ffd_g2_mean	sfd_t1_mean	sfd_t2_mean	sfd_a1_mean	sfd_a2_mean	sfd_b1_mean	sfd_b2_mean	sfd_g1_mean	sfd_g2_mean	gd_t1_mean	gd_t2_mean	gd_a1_mean	gd_a2_mean	gd_b1_mean	gd_b2_mean	gd_g1_mean	gd_g2_mean	gpt_t1_mean	gpt_t2_mean	gpt_a1_mean	gpt_a2_mean	gpt_b1_mean	gpt_b2_mean	gpt_g1_mean	gpt_g2_mean	trt_t1_mean	trt_t2_mean	trt_a1_mean	trt_a2_mean	trt_b1_mean	trt_b2_mean	trt_g1_mean	trt_g2_mean
1	13	election,	3.0	3004.0	90.0	n/a	142.0	142.0	204.0	2965.0	2976.5	2976.5	3004.0	1.237258	1.194488	1.114772	1.671006	3.290404	2.159427	1.915013	1.844448	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1.212478	1.281846	1.15629	2.08252	3.086523	2.789432	1.709353	1.738678	1.212478	1.281846	1.15629	2.08252	3.086523	2.789432	1.709353	1.738678	1.255165	1.208615	1.197626	1.870412	2.662049	2.700598	1.674616	1.640929
1	14	losing	1.0	2978.0	67.0	67.0	67.0	67.0	67.0	2978.0	2978.0	2978.0	2978.0	1.146991	1.527265	1.821968	2.419213	2.662075	2.614085	1.634086	1.775256	1.146991	1.527265	1.821968	2.419213	2.662075	2.614085	1.634086	1.775256	1.146991	1.527265	1.821968	2.419213	2.662075	2.614085	1.634086	1.775256	1.146991	1.527265	1.821968	2.419213	2.662075	2.614085	1.634086	1.775256	1.146991	1.527265	1.821968	2.419213	2.662075	2.614085	1.634086	1.775256
1	15	to	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1	16	the	1.0	2924.0	58.0	58.0	58.0	58.0	58.0	2924.0	2924.0	2924.0	2924.0	1.790376	1.367893	2.090102	1.909388	2.459007	3.007347	1.481114	1.639137	1.790376	1.367893	2.090102	1.909388	2.459007	3.007347	1.481114	1.639137	1.790376	1.367893	2.090102	1.909388	2.459007	3.007347	1.481114	1.639137	1.790376	1.367893	2.090102	1.909388	2.459007	3.007347	1.481114	1.639137	1.790376	1.367893	2.090102	1.909388	2.459007	3.007347	1.481114	1.639137
1	17	incumbent	1.0	2922.0	66.0	66.0	66.0	124.0	66.0	2922.0	2922.0	2923.0	2922.0	2.023564	1.543868	2.422688	2.461908	3.024668	3.25775	1.8719	1.865248	2.023564	1.543868	2.422688	2.461908	3.024668	3.25775	1.8719	1.865248	2.023564	1.543868	2.422688	2.461908	3.024668	3.25775	1.8719	1.865248	1.90697	1.455881	2.256395	2.185648	2.741838	3.132549	1.676507	1.752192	2.023564	1.543868	2.422688	2.461908	3.024668	3.25775	1.8719	1.865248
1	18	Bill	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1	19	Clinton.	1.0	2895.0	294.0	294.0	294.0	510.0	294.0	2895.0	2895.0	2975.6667	2895.0	1.991346	1.828205	2.205954	3.581073	2.589994	2.00019	1.603015	1.808925	1.991346	1.828205	2.205954	3.581073	2.589994	2.00019	1.603015	1.808925	1.991346	1.828205	2.205954	3.581073	2.589994	2.00019	1.603015	1.808925	1.714393	1.43168	1.455404	2.133823	2.135262	2.238868	1.515642	1.585236	1.991346	1.828205	2.205954	3.581073	2.589994	2.00019	1.603015	1.808925
2	1	He	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
2	2	was	1.0	2910.0	77.0	77.0	77.0	77.0	77.0	2910.0	2910.0	2910.0	2910.0	1.26694	1.290034	1.079203	1.553537	2.389558	2.202471	1.515749	1.714561	1.26694	1.290034	1.079203	1.553537	2.389558	2.202471	1.515749	1.714561	1.26694	1.290034	1.079203	1.553537	2.389558	2.202471	1.515749	1.714561	1.26694	1.290034	1.079203	1.553537	2.389558	2.202471	1.515749	1.714561	1.26694	1.290034	1.079203	1.553537	2.389558	2.202471	1.515749	1.714561
2	3	buried	1.0	2926.0	65.0	65.0	65.0	142.0	65.0	2926.0	2926.0	2918.0	2926.0	1.329725	1.290365	0.85509	1.103083	1.966193	2.299694	1.719838	1.856537	1.329725	1.290365	0.85509	1.103083	1.966193	2.299694	1.719838	1.856537	1.329725	1.290365	0.85509	1.103083	1.966193	2.299694	1.719838	1.856537	1.298332	1.2902	0.967146	1.32831	2.177875	2.251082	1.617793	1.785549	1.329725	1.290365	0.85509	1.103083	1.966193	2.299694	1.719838	1.856537
2	4	at	1.0	2920.0	91.0	91.0	91.0	91.0	91.0	2920.0	2920.0	2920.0	2920.0	1.928173	1.556663	1.614568	2.375341	3.55066	3.224289	1.55572	1.583666	1.928173	1.556663	1.614568	2.375341	3.55066	3.224289	1.55572	1.583666	1.928173	1.556663	1.614568	2.375341	3.55066	3.224289	1.55572	1.583666	1.928173	1.556663	1.614568	2.375341	3.55066	3.224289	1.55572	1.583666	1.928173	1.556663	1.614568	2.375341	3.55066	3.224289	1.55572	1.583666
2	5	the	1.0	2920.0	121.0	121.0	121.0	121.0	121.0	2920.0	2920.0	2920.0	2920.0	1.180334	1.163486	1.648095	1.684353	1.632158	1.737723	1.431618	1.595051	1.180334	1.163486	1.648095	1.684353	1.632158	1.737723	1.431618	1.595051	1.180334	1.163486	1.648095	1.684353	1.632158	1.737723	1.431618	1.595051	1.180334	1.163486	1.648095	1.684353	1.632158	1.737723	1.431618	1.595051	1.180334	1.163486	1.648095	1.684353	1.632158	1.737723	1.431618	1.595051
2	6	foot	1.0	2969.0	113.0	113.0	113.0	113.0	113.0	2969.0	2969.0	2969.0	2969.0	1.471019	1.202055	1.036392	1.33057	1.819469	1.723348	1.31998	1.418008	1.471019	1.202055	1.036392	1.33057	1.819469	1.723348	1.31998	1.418008	1.471019	1.202055	1.036392	1.33057	1.819469	1.723348	1.31998	1.418008	1.471019	1.202055	1.036392	1.33057	1.819469	1.723348	1.31998	1.418008	1.471019	1.202055	1.036392	1.33057	1.819469	1.723348	1.31998	1.418008
2	7	of	2.0	3046.0	71.0	n/a	71.0	71.0	252.0	2992.0	2992.0	2992.0	3046.0	1.333603	0.852629	1.089109	1.345472	1.347627	1.397936	1.283745	1.533656	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1.333603	0.852629	1.089109	1.345472	1.347627	1.397936	1.283745	1.533656	1.333603	0.852629	1.089109	1.345472	1.347627	1.397936	1.283745	1.533656	1.757377	1.491369	1.950609	2.13396	1.754011	1.627816	1.220235	1.486874
2	8	Hill	4.0	3033.5	75.0	n/a	75.0	870.0	505.0	2932.0	2932.0	3027.8571	3033.5	1.258002	0.855141	1.155026	1.485107	1.176949	1.930376	1.222849	1.275654	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1.258002	0.855141	1.155026	1.485107	1.176949	1.930376	1.222849	1.275654	1.933472	1.517981	1.616181	1.859843	1.698076	1.752661	1.25364	1.467335	2.137133	1.610269	1.593914	1.855102	1.63976	1.822412	1.253757	1.469897
2	9	Cemetery.	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	1	In	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	2	1960,	1.0	3192.0	117.0	117.0	117.0	117.0	117.0	3192.0	3192.0	3192.0	3192.0	1.62939	1.969981	1.506242	1.442674	1.645677	2.342406	1.347686	1.520272	1.62939	1.969981	1.506242	1.442674	1.645677	2.342406	1.347686	1.520272	1.62939	1.969981	1.506242	1.442674	1.645677	2.342406	1.347686	1.520272	1.62939	1.969981	1.506242	1.442674	1.645677	2.342406	1.347686	1.520272	1.62939	1.969981	1.506242	1.442674	1.645677	2.342406	1.347686	1.520272
3	3	Dole	1.0	3165.0	52.0	52.0	52.0	52.0	52.0	3165.0	3165.0	3165.0	3165.0	1.193997	1.077419	1.315394	1.477473	2.329073	2.62335	1.512696	1.5542	1.193997	1.077419	1.315394	1.477473	2.329073	2.62335	1.512696	1.5542	1.193997	1.077419	1.315394	1.477473	2.329073	2.62335	1.512696	1.5542	1.193997	1.077419	1.315394	1.477473	2.329073	2.62335	1.512696	1.5542	1.193997	1.077419	1.315394	1.477473	2.329073	2.62335	1.512696	1.5542
3	4	was	1.0	2896.0	66.0	66.0	66.0	66.0	66.0	2896.0	2896.0	2896.0	2896.0	1.974984	1.448363	0.965228	1.657392	2.092436	1.79621	1.178021	1.162638	1.974984	1.448363	0.965228	1.657392	2.092436	1.79621	1.178021	1.162638	1.974984	1.448363	0.965228	1.657392	2.092436	1.79621	1.178021	1.162638	1.974984	1.448363	0.965228	1.657392	2.092436	1.79621	1.178021	1.162638	1.974984	1.448363	0.965228	1.657392	2.092436	1.79621	1.178021	1.162638
3	5	elected	2.0	3144.0	65.0	n/a	152.0	152.0	152.0	3146.0	3144.0	3144.0	3144.0	1.463374	1.259935	1.122557	1.72079	1.834044	3.500237	1.333705	1.59395	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1.245498	1.363549	1.369667	1.699868	2.011316	2.864286	1.19586	1.545498	1.245498	1.363549	1.369667	1.699868	2.011316	2.864286	1.19586	1.545498	1.245498	1.363549	1.369667	1.699868	2.011316	2.864286	1.19586	1.545498
3	6	as	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	7	a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	8	Republican	2.0	3084.0	121.0	n/a	178.0	178.0	178.0	3114.0	3084.0	3084.0	3084.0	1.645644	1.470072	2.551605	3.407288	3.048186	1.87193	1.355298	1.635444	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1.619305	1.439575	2.095349	2.421512	2.573086	1.795563	1.259197	1.473105	1.619305	1.439575	2.095349	2.421512	2.573086	1.795563	1.259197	1.473105	1.619305	1.439575	2.095349	2.421512	2.573086	1.795563	1.259197	1.473105
3	9	to	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	10	the	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	11	United	1.0	3043.0	96.0	96.0	96.0	96.0	96.0	3043.0	3043.0	3043.0	3043.0	1.233947	1.692609	0.95755	1.240094	1.693931	2.927811	1.273108	1.451008	1.233947	1.692609	0.95755	1.240094	1.693931	2.927811	1.273108	1.451008	1.233947	1.692609	0.95755	1.240094	1.693931	2.927811	1.273108	1.451008	1.233947	1.692609	0.95755	1.240094	1.693931	2.927811	1.273108	1.451008	1.233947	1.692609	0.95755	1.240094	1.693931	2.927811	1.273108	1.451008
3	12	States	1.0	3009.0	69.0	69.0	69.0	69.0	69.0	3009.0	3009.0	3009.0	3009.0	1.37369	1.391669	1.056428	2.482397	2.020813	2.445476	1.209723	1.595676	1.37369	1.391669	1.056428	2.482397	2.020813	2.445476	1.209723	1.595676	1.37369	1.391669	1.056428	2.482397	2.020813	2.445476	1.209723	1.595676	1.37369	1.391669	1.056428	2.482397	2.020813	2.445476	1.209723	1.595676	1.37369	1.391669	1.056428	2.482397	2.020813	2.445476	1.209723	1.595676
3	13	House	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	14	of	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	15	Representatives	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	16	for	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	17	the	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	18	87th	1.0	2854.0	65.0	65.0	65.0	65.0	65.0	2854.0	2854.0	2854.0	2854.0	2.636599	1.115041	1.712926	1.611322	2.316724	2.298519	1.67277	1.604912	2.636599	1.115041	1.712926	1.611322	2.316724	2.298519	1.67277	1.604912	2.636599	1.115041	1.712926	1.611322	2.316724	2.298519	1.67277	1.604912	2.636599	1.115041	1.712926	1.611322	2.316724	2.298519	1.67277	1.604912	2.636599	1.115041	1.712926	1.611322	2.316724	2.298519	1.67277	1.604912
3	19	Congress	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	20	and	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	21	to	1.0	2917.0	63.0	63.0	63.0	63.0	63.0	2917.0	2917.0	2917.0	2917.0	2.293331	1.002005	1.745028	1.470981	1.664043	1.826148	1.207817	1.53969	2.293331	1.002005	1.745028	1.470981	1.664043	1.826148	1.207817	1.53969	2.293331	1.002005	1.745028	1.470981	1.664043	1.826148	1.207817	1.53969	2.293331	1.002005	1.745028	1.470981	1.664043	1.826148	1.207817	1.53969	2.293331	1.002005	1.745028	1.470981	1.664043	1.826148	1.207817	1.53969
3	22	three	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	23	succeeding	1.0	2930.0	76.0	76.0	76.0	142.0	76.0	2930.0	2930.0	2913.0	2930.0	1.850117	0.841784	1.223474	2.080428	2.711007	2.153547	1.318506	1.745503	1.850117	0.841784	1.223474	2.080428	2.711007	2.153547	1.318506	1.745503	1.850117	0.841784	1.223474	2.080428	2.711007	2.153547	1.318506	1.745503	1.91255	1.145073	1.094351	1.86891	2.401721	1.974879	1.248263	1.454071	1.850117	0.841784	1.223474	2.080428	2.711007	2.153547	1.318506	1.745503
3	24	Congresses,	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	25	spanning	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	26	from	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	27	January	1.0	2953.0	81.0	81.0	81.0	81.0	81.0	2953.0	2953.0	2953.0	2953.0	1.709992	1.368	1.491872	1.785703	1.894608	1.83537	1.804713	1.800283	1.709992	1.368	1.491872	1.785703	1.894608	1.83537	1.804713	1.800283	1.709992	1.368	1.491872	1.785703	1.894608	1.83537	1.804713	1.800283	1.709992	1.368	1.491872	1.785703	1.894608	1.83537	1.804713	1.800283	1.709992	1.368	1.491872	1.785703	1.894608	1.83537	1.804713	1.800283
