onset	duration	trial_type	value	gaze_x	gaze_y	pupil_size	sacc_endx	sacc_endy	sacc_amplitude	sacc_peakvel
7.777	0.026	saccade	n/a	366.1	188.2	n/a	422.8	185.6	2.05	129.0
7.805	0.202	fixation	n/a	420.4	184.9	3136.0	n/a	n/a	n/a	n/a
8.009	0.026	saccade	n/a	423.8	184.4	n/a	485.9	181.8	2.24	136.0
8.037	0.228	fixation	n/a	483.7	183.6	3120.0	n/a	n/a	n/a	n/a
8.267	0.028	saccade	n/a	486.2	184.9	n/a	561.4	184.4	2.71	159.0
8.297	0.17	fixation	n/a	561.5	186.3	3079.0	n/a	n/a	n/a	n/a
8.469	0.018	saccade	n/a	565.1	185.9	n/a	595.9	183.5	1.11	78.0
8.489	0.112	fixation	n/a	593.5	183.6	3055.0	n/a	n/a	n/a	n/a
8.603	0.062	saccade	n/a	593.2	184.4	n/a	134.5	250.9	16.36	431.0
8.667	0.292	fixation	n/a	133.3	254.1	3018.0	n/a	n/a	n/a	n/a
8.961	0.028	saccade	n/a	133.2	254.5	n/a	216.9	248.0	2.93	163.0
8.991	0.228	fixation	n/a	218.4	248.8	3019.0	n/a	n/a	n/a	n/a
9.221	0.024	saccade	n/a	221.6	249.2	n/a	285.5	245.3	2.27	142.0
9.247	0.172	fixation	n/a	287.7	242.2	2941.0	n/a	n/a	n/a	n/a
9.421	0.02	saccade	n/a	291.5	243.4	n/a	331.8	239.9	1.45	103.0
9.443	0.15	fixation	n/a	328.7	238.4	2902.0	n/a	n/a	n/a	n/a
9.595	0.03	saccade	n/a	328.8	239.2	n/a	407.6	234.3	2.83	172.0
9.627	0.164	fixation	n/a	407.5	235.1	2894.0	n/a	n/a	n/a	n/a
9.793	0.018	saccade	n/a	412.8	236.0	n/a	446.1	235.1	1.2	91.0
9.813	0.16	fixation	n/a	444.0	237.1	2871.0	n/a	n/a	n/a	n/a
9.975	0.028	saccade	n/a	444.2	238.5	n/a	372.5	234.1	2.59	166.0
10.005	0.256	fixation	n/a	375.3	236.5	2856.0	n/a	n/a	n/a	n/a
10.042	0.0	trigger_11	11	n/a	n/a	n/a	n/a	n/a	n/a	n/a
10.104	0.0	trigger_10	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a
10.263	0.048	saccade	n/a	369.8	234.3	n/a	123.8	194.8	8.79	350.0
10.313	0.386	fixation	n/a	126.5	194.8	2936.0	n/a	n/a	n/a	n/a
10.701	0.03	saccade	n/a	124.6	193.9	n/a	211.6	186.0	3.05	170.0
10.733	0.268	fixation	n/a	213.1	188.1	2987.0	n/a	n/a	n/a	n/a
11.003	0.028	saccade	n/a	217.5	191.6	n/a	289.6	185.7	2.57	162.0
11.033	0.232	fixation	n/a	291.5	183.6	3131.0	n/a	n/a	n/a	n/a
11.267	0.02	saccade	n/a	295.1	181.8	n/a	328.6	179.6	1.2	85.0
11.289	0.306	fixation	n/a	327.1	183.5	3187.0	n/a	n/a	n/a	n/a
11.597	0.022	saccade	n/a	329.1	183.9	n/a	375.7	183.2	1.67	112.0
11.621	0.208	fixation	n/a	374.5	185.5	3164.0	n/a	n/a	n/a	n/a
11.831	0.026	saccade	n/a	375.3	186.8	n/a	432.1	179.2	2.07	126.0
11.859	0.17	fixation	n/a	428.5	181.4	3201.0	n/a	n/a	n/a	n/a
12.031	0.024	saccade	n/a	432.1	184.0	n/a	485.6	183.8	1.93	121.0
12.057	0.358	fixation	n/a	482.2	187.2	3200.0	n/a	n/a	n/a	n/a
12.417	0.022	saccade	n/a	483.2	185.8	n/a	525.1	181.4	1.52	98.0
12.441	0.23	fixation	n/a	525.8	185.6	3107.0	n/a	n/a	n/a	n/a
12.673	0.024	saccade	n/a	528.2	183.0	n/a	575.9	181.1	1.71	107.0
12.699	0.156	fixation	n/a	572.7	182.6	3120.0	n/a	n/a	n/a	n/a
12.857	0.064	saccade	n/a	573.6	182.9	n/a	120.7	243.6	16.07	417.0
12.923	0.306	fixation	n/a	117.6	247.2	3050.0	n/a	n/a	n/a	n/a
13.231	0.028	saccade	n/a	114.2	246.9	n/a	120.8	184.2	2.25	142.0
13.242	0.0	trigger_11	11	n/a	n/a	n/a	n/a	n/a	n/a	n/a
13.261	0.468	fixation	n/a	120.3	189.0	3045.0	n/a	n/a	n/a	n/a
13.302	0.0	trigger_10	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a
13.731	0.028	saccade	n/a	121.5	192.7	n/a	188.8	189.0	2.34	146.0
13.761	0.342	fixation	n/a	187.4	190.0	3174.0	n/a	n/a	n/a	n/a
14.105	0.048	saccade	n/a	190.8	192.8	n/a	405.8	181.7	7.65	264.0
14.155	0.174	fixation	n/a	407.5	183.8	3143.0	n/a	n/a	n/a	n/a
14.331	0.034	saccade	n/a	410.5	185.2	n/a	517.3	179.1	3.86	208.0
14.367	0.204	fixation	n/a	517.6	182.5	3156.0	n/a	n/a	n/a	n/a
14.573	0.022	saccade	n/a	522.0	181.2	n/a	567.9	179.1	1.65	109.0
14.597	0.136	fixation	n/a	565.0	179.8	3117.0	n/a	n/a	n/a	n/a
14.735	0.062	saccade	n/a	565.8	179.5	n/a	140.0	238.0	15.14	433.0
14.799	0.178	fixation	n/a	138.1	241.8	3089.0	n/a	n/a	n/a	n/a
14.979	0.016	saccade	n/a	134.6	246.2	n/a	113.2	250.9	0.76	58.0
14.997	0.146	fixation	n/a	117.3	252.5	3078.0	n/a	n/a	n/a	n/a
15.145	0.032	saccade	n/a	117.9	253.2	n/a	202.4	244.7	2.95	191.0
15.179	0.148	fixation	n/a	204.0	247.8	3134.0	n/a	n/a	n/a	n/a
15.329	0.028	saccade	n/a	208.9	248.8	n/a	272.4	244.4	2.25	152.0
15.359	0.202	fixation	n/a	272.5	246.2	3136.0	n/a	n/a	n/a	n/a
15.563	0.026	saccade	n/a	276.0	247.8	n/a	330.8	243.5	1.96	129.0
15.591	0.166	fixation	n/a	328.3	242.6	3107.0	n/a	n/a	n/a	n/a
15.759	0.026	saccade	n/a	330.0	242.9	n/a	385.1	242.1	1.98	134.0
15.787	0.228	fixation	n/a	385.6	243.5	3052.0	n/a	n/a	n/a	n/a
16.017	0.026	saccade	n/a	388.0	244.9	n/a	456.7	240.6	2.48	148.0
16.045	0.212	fixation	n/a	456.1	242.8	3034.0	n/a	n/a	n/a	n/a
16.259	0.03	saccade	n/a	458.6	242.1	n/a	539.9	238.6	2.92	169.0
16.291	0.214	fixation	n/a	541.0	241.5	3032.0	n/a	n/a	n/a	n/a
16.507	0.022	saccade	n/a	543.6	241.2	n/a	582.2	238.4	1.39	88.0
16.531	0.146	fixation	n/a	581.3	241.6	3020.0	n/a	n/a	n/a	n/a
16.679	0.064	saccade	n/a	580.1	242.5	n/a	116.2	304.3	16.43	436.0
16.745	0.282	fixation	n/a	117.5	310.9	3061.0	n/a	n/a	n/a	n/a
17.029	0.026	saccade	n/a	115.7	310.2	n/a	178.1	309.8	2.16	134.0
17.057	0.306	fixation	n/a	180.7	315.3	3016.0	n/a	n/a	n/a	n/a
17.365	0.038	saccade	n/a	180.8	318.2	n/a	295.1	309.5	4.04	181.0
17.405	0.298	fixation	n/a	295.6	309.7	2895.0	n/a	n/a	n/a	n/a
17.705	0.03	saccade	n/a	297.9	308.7	n/a	394.0	297.5	3.46	172.0
17.737	0.154	fixation	n/a	400.8	298.0	2826.0	n/a	n/a	n/a	n/a
17.893	0.02	saccade	n/a	407.0	299.0	n/a	450.6	295.3	1.57	106.0
17.915	0.234	fixation	n/a	449.3	295.8	2818.0	n/a	n/a	n/a	n/a
18.151	0.034	saccade	n/a	449.8	297.7	n/a	346.7	284.0	3.73	208.0
18.178	0.0	trigger_11	11	n/a	n/a	n/a	n/a	n/a	n/a	n/a
18.187	0.18	fixation	n/a	350.8	285.7	2830.0	n/a	n/a	n/a	n/a
18.232	0.0	trigger_10	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a
18.369	0.04	saccade	n/a	348.6	285.0	n/a	182.3	192.9	6.75	302.0
18.411	0.162	fixation	n/a	184.5	194.8	2862.0	n/a	n/a	n/a	n/a
18.575	0.028	saccade	n/a	183.1	193.9	n/a	120.3	190.3	2.18	148.0
18.605	0.27	fixation	n/a	126.8	193.2	2809.0	n/a	n/a	n/a	n/a
18.877	0.03	saccade	n/a	128.9	195.7	n/a	219.9	188.8	3.19	163.0
18.909	0.22	fixation	n/a	221.7	186.1	2861.0	n/a	n/a	n/a	n/a
19.131	0.026	saccade	n/a	224.1	189.1	n/a	278.2	184.4	1.92	124.0
19.159	0.24	fixation	n/a	279.2	188.2	2938.0	n/a	n/a	n/a	n/a
19.401	0.026	saccade	n/a	282.6	190.2	n/a	341.1	184.3	2.1	134.0
19.429	0.288	fixation	n/a	342.6	188.0	2982.0	n/a	n/a	n/a	n/a
19.719	0.022	saccade	n/a	346.5	189.0	n/a	393.4	186.2	1.69	108.0
19.743	0.244	fixation	n/a	394.4	186.7	3008.0	n/a	n/a	n/a	n/a
19.989	0.028	saccade	n/a	393.0	187.6	n/a	332.4	187.0	2.18	154.0
20.019	0.112	fixation	n/a	336.9	187.5	3068.0	n/a	n/a	n/a	n/a
20.133	0.03	saccade	n/a	335.7	188.3	n/a	272.7	189.3	2.25	164.0
20.165	0.238	fixation	n/a	276.7	192.3	3099.0	n/a	n/a	n/a	n/a
20.405	0.032	saccade	n/a	277.4	194.8	n/a	366.8	188.4	3.2	170.0
20.439	0.352	fixation	n/a	369.3	193.2	3131.0	n/a	n/a	n/a	n/a
20.793	0.026	saccade	n/a	374.8	197.2	n/a	438.9	188.9	2.33	138.0
20.821	0.284	fixation	n/a	440.2	191.4	3091.0	n/a	n/a	n/a	n/a
21.107	0.024	saccade	n/a	443.3	190.7	n/a	500.8	185.7	2.08	122.0
21.133	0.206	fixation	n/a	501.6	188.4	3039.0	n/a	n/a	n/a	n/a
21.341	0.022	saccade	n/a	505.1	186.6	n/a	555.1	177.6	1.83	112.0
21.365	0.51	fixation	n/a	551.6	181.1	2901.0	n/a	n/a	n/a	n/a
21.877	0.02	saccade	n/a	535.3	182.4	n/a	499.2	180.0	1.3	92.0
21.899	0.116	fixation	n/a	502.9	180.5	2788.0	n/a	n/a	n/a	n/a
22.017	0.208	saccade	n/a	500.1	182.5	n/a	537.3	161.3	1.55	2286.0
22.059	0.106	blink	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
22.227	0.406	fixation	n/a	546.6	173.6	2663.0	n/a	n/a	n/a	n/a
22.635	0.022	saccade	n/a	554.0	177.5	n/a	605.2	175.0	1.84	115.0
22.659	0.342	fixation	n/a	610.3	174.0	2621.0	n/a	n/a	n/a	n/a
23.003	0.068	saccade	n/a	616.2	175.2	n/a	134.5	251.0	17.12	427.0
23.073	0.268	fixation	n/a	135.4	256.6	2641.0	n/a	n/a	n/a	n/a
23.343	0.024	saccade	n/a	138.2	260.0	n/a	199.2	248.0	2.17	136.0
23.369	0.336	fixation	n/a	205.4	249.9	2676.0	n/a	n/a	n/a	n/a
23.707	0.032	saccade	n/a	209.6	248.6	n/a	311.1	242.0	3.6	172.0
23.741	0.208	fixation	n/a	315.4	242.4	2687.0	n/a	n/a	n/a	n/a
23.951	0.024	saccade	n/a	318.3	240.9	n/a	373.8	240.5	1.99	126.0
23.977	0.144	fixation	n/a	375.2	243.0	2698.0	n/a	n/a	n/a	n/a
24.123	0.026	saccade	n/a	379.6	244.4	n/a	434.1	236.4	1.98	123.0
24.151	0.134	fixation	n/a	433.8	236.4	2687.0	n/a	n/a	n/a	n/a
24.287	0.028	saccade	n/a	435.6	236.8	n/a	505.1	231.7	2.51	153.0
24.317	0.188	fixation	n/a	503.8	233.8	2678.0	n/a	n/a	n/a	n/a
24.507	0.028	saccade	n/a	505.7	235.5	n/a	577.1	232.3	2.57	160.0
24.537	0.236	fixation	n/a	577.8	231.5	2658.0	n/a	n/a	n/a	n/a
24.775	0.014	saccade	n/a	584.4	235.2	n/a	603.1	232.3	0.68	57.0
24.791	0.21	fixation	n/a	603.7	231.6	2656.0	n/a	n/a	n/a	n/a
24.794	0.0	trigger_11	11	n/a	n/a	n/a	n/a	n/a	n/a	n/a
24.85	0.0	trigger_12	12	n/a	n/a	n/a	n/a	n/a	n/a	n/a
25.003	0.052	saccade	n/a	604.1	227.4	n/a	285.9	188.8	11.41	395.0
25.057	0.124	fixation	n/a	285.4	188.7	2674.0	n/a	n/a	n/a	n/a
25.183	0.038	saccade	n/a	284.3	191.1	n/a	131.3	189.3	5.36	274.0
25.223	0.418	fixation	n/a	130.5	192.6	2626.0	n/a	n/a	n/a	n/a
25.643	0.026	saccade	n/a	126.4	194.9	n/a	189.5	187.7	2.21	121.0
25.671	0.204	fixation	n/a	189.8	184.3	2662.0	n/a	n/a	n/a	n/a
25.877	0.02	saccade	n/a	193.1	186.2	n/a	230.8	184.5	1.32	90.0
25.899	0.24	fixation	n/a	232.1	185.7	2728.0	n/a	n/a	n/a	n/a
26.141	0.02	saccade	n/a	235.0	187.2	n/a	272.5	185.5	1.33	87.0
26.163	0.238	fixation	n/a	272.7	185.6	2794.0	n/a	n/a	n/a	n/a
26.403	0.014	saccade	n/a	278.5	187.0	n/a	297.0	184.1	0.67	55.0
26.419	0.234	fixation	n/a	298.2	182.0	2794.0	n/a	n/a	n/a	n/a
26.655	0.018	saccade	n/a	300.3	180.8	n/a	331.0	179.7	1.1	82.0
26.675	0.144	fixation	n/a	331.2	183.4	2840.0	n/a	n/a	n/a	n/a
26.821	0.02	saccade	n/a	335.7	185.8	n/a	375.5	184.9	1.42	101.0
26.843	0.896	fixation	n/a	371.0	186.3	2901.0	n/a	n/a	n/a	n/a
27.741	0.022	saccade	n/a	394.2	191.1	n/a	440.2	186.4	1.66	108.0
27.765	0.218	fixation	n/a	438.9	187.9	3057.0	n/a	n/a	n/a	n/a
27.985	0.03	saccade	n/a	442.4	190.7	n/a	524.4	183.9	2.96	170.0
28.017	0.316	fixation	n/a	522.7	188.5	3086.0	n/a	n/a	n/a	n/a
28.335	0.06	saccade	n/a	522.3	190.7	n/a	121.0	248.5	14.28	394.0
28.397	0.26	fixation	n/a	124.7	252.5	3010.0	n/a	n/a	n/a	n/a
28.659	0.028	saccade	n/a	124.6	254.6	n/a	203.7	250.1	2.76	169.0
28.689	0.23	fixation	n/a	206.3	252.3	3054.0	n/a	n/a	n/a	n/a
28.921	0.028	saccade	n/a	206.9	254.3	n/a	151.8	252.9	1.92	136.0
28.951	0.162	fixation	n/a	155.3	253.6	2995.0	n/a	n/a	n/a	n/a
29.115	0.026	saccade	n/a	155.5	253.2	n/a	227.5	252.8	2.52	148.0
29.143	0.8	fixation	n/a	245.4	252.3	3043.0	n/a	n/a	n/a	n/a
29.945	0.02	saccade	n/a	257.2	247.0	n/a	293.6	246.9	1.29	89.0
29.967	0.222	fixation	n/a	292.0	249.5	3058.0	n/a	n/a	n/a	n/a
30.191	0.03	saccade	n/a	294.7	252.1	n/a	373.5	248.9	2.82	173.0
30.223	0.192	fixation	n/a	374.3	250.2	3014.0	n/a	n/a	n/a	n/a
30.417	0.026	saccade	n/a	378.7	249.4	n/a	438.1	243.5	2.14	130.0
30.445	0.35	fixation	n/a	441.5	247.5	2942.0	n/a	n/a	n/a	n/a
30.797	0.018	saccade	n/a	444.4	246.3	n/a	415.6	244.5	1.04	80.0
30.817	0.27	fixation	n/a	425.3	243.7	2835.0	n/a	n/a	n/a	n/a
31.089	0.024	saccade	n/a	429.5	243.1	n/a	483.5	238.7	1.94	114.0
31.115	0.182	fixation	n/a	486.9	240.9	2859.0	n/a	n/a	n/a	n/a
31.299	0.026	saccade	n/a	489.4	243.0	n/a	551.9	240.2	2.25	135.0
31.327	0.212	fixation	n/a	550.5	240.8	2873.0	n/a	n/a	n/a	n/a
31.541	0.024	saccade	n/a	551.8	239.2	n/a	613.5	234.3	2.21	126.0
31.567	0.182	fixation	n/a	613.2	239.6	2847.0	n/a	n/a	n/a	n/a
31.751	0.064	saccade	n/a	611.5	238.2	n/a	140.5	306.4	16.68	419.0
31.817	0.29	fixation	n/a	138.7	311.1	2822.0	n/a	n/a	n/a	n/a
32.109	0.028	saccade	n/a	138.6	314.7	n/a	207.5	309.6	2.4	143.0
32.139	0.174	fixation	n/a	208.4	311.7	2821.0	n/a	n/a	n/a	n/a
32.315	0.036	saccade	n/a	210.4	310.9	n/a	333.2	298.4	4.35	224.0
32.353	0.312	fixation	n/a	339.9	299.7	2793.0	n/a	n/a	n/a	n/a
32.45	0.0	trigger_13	13	n/a	n/a	n/a	n/a	n/a	n/a	n/a
32.508	0.0	trigger_10	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a
32.667	0.046	saccade	n/a	341.9	300.6	n/a	142.6	186.8	8.12	345.0
32.715	0.162	fixation	n/a	146.2	186.8	2822.0	n/a	n/a	n/a	n/a
32.879	0.022	saccade	n/a	144.7	186.5	n/a	105.9	188.9	1.34	98.0
32.903	0.28	fixation	n/a	109.8	191.0	2809.0	n/a	n/a	n/a	n/a
33.185	0.022	saccade	n/a	112.3	194.9	n/a	165.0	193.4	1.82	116.0
33.209	0.282	fixation	n/a	165.8	195.7	2874.0	n/a	n/a	n/a	n/a
33.493	0.028	saccade	n/a	162.3	194.6	n/a	106.0	195.2	1.94	135.0
33.523	0.346	fixation	n/a	112.3	195.6	2939.0	n/a	n/a	n/a	n/a
33.871	0.022	saccade	n/a	116.5	196.7	n/a	158.4	192.8	1.45	84.0
33.895	0.244	fixation	n/a	165.2	196.4	3038.0	n/a	n/a	n/a	n/a
34.141	0.02	saccade	n/a	169.5	197.8	n/a	207.8	195.0	1.34	92.0
34.163	0.146	fixation	n/a	206.5	193.7	3063.0	n/a	n/a	n/a	n/a
34.311	0.022	saccade	n/a	209.9	193.7	n/a	258.8	190.6	1.73	112.0
34.335	0.21	fixation	n/a	258.9	190.4	3089.0	n/a	n/a	n/a	n/a
34.547	0.024	saccade	n/a	263.2	192.8	n/a	310.4	192.3	1.67	110.0
34.573	0.138	fixation	n/a	307.6	193.0	3086.0	n/a	n/a	n/a	n/a
34.713	0.024	saccade	n/a	309.1	193.4	n/a	367.8	190.7	2.1	133.0
34.739	0.236	fixation	n/a	367.6	191.8	3080.0	n/a	n/a	n/a	n/a
34.977	0.028	saccade	n/a	368.5	193.9	n/a	441.3	187.6	2.62	157.0
35.007	0.262	fixation	n/a	440.6	189.4	3065.0	n/a	n/a	n/a	n/a
35.271	0.03	saccade	n/a	445.3	188.6	n/a	517.3	182.6	2.59	139.0
35.303	0.186	fixation	n/a	515.2	181.5	3029.0	n/a	n/a	n/a	n/a
35.491	0.026	saccade	n/a	518.2	182.9	n/a	579.4	178.9	2.19	133.0
35.519	0.136	fixation	n/a	577.2	179.3	2983.0	n/a	n/a	n/a	n/a
35.657	0.064	saccade	n/a	576.4	178.8	n/a	131.8	238.5	15.75	426.0
35.723	0.184	fixation	n/a	129.4	240.3	2927.0	n/a	n/a	n/a	n/a
35.909	0.014	saccade	n/a	125.3	244.3	n/a	106.7	249.7	0.67	58.0
35.925	0.214	fixation	n/a	112.0	255.6	2905.0	n/a	n/a	n/a	n/a
36.141	0.024	saccade	n/a	112.9	259.7	n/a	165.9	252.6	1.85	117.0
36.167	0.34	fixation	n/a	167.4	253.7	2983.0	n/a	n/a	n/a	n/a
36.298	0.0	trigger_11	11	n/a	n/a	n/a	n/a	n/a	n/a	n/a
36.36	0.0	trigger_10	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a
36.509	0.032	saccade	n/a	167.2	251.0	n/a	103.8	186.8	3.17	196.0
36.543	0.254	fixation	n/a	109.2	189.1	3031.0	n/a	n/a	n/a	n/a
36.799	0.024	saccade	n/a	111.2	191.5	n/a	165.9	188.5	1.89	117.0
36.825	0.654	fixation	n/a	171.3	190.2	3021.0	n/a	n/a	n/a	n/a
37.481	0.016	saccade	n/a	176.1	190.2	n/a	198.9	187.4	0.8	61.0
37.499	0.228	fixation	n/a	201.1	188.6	3166.0	n/a	n/a	n/a	n/a
37.729	0.018	saccade	n/a	205.4	190.7	n/a	231.9	188.4	0.94	66.0
37.749	0.134	fixation	n/a	230.5	186.9	3266.0	n/a	n/a	n/a	n/a
37.885	0.022	saccade	n/a	232.3	187.4	n/a	277.5	185.2	1.6	107.0
37.909	0.28	fixation	n/a	274.8	187.8	3192.0	n/a	n/a	n/a	n/a
38.191	0.022	saccade	n/a	276.7	187.9	n/a	311.2	185.7	1.23	75.0
38.215	0.176	fixation	n/a	311.5	186.2	3152.0	n/a	n/a	n/a	n/a
38.393	0.024	saccade	n/a	313.1	187.6	n/a	362.5	186.7	1.76	114.0
38.419	0.388	fixation	n/a	359.5	187.7	3097.0	n/a	n/a	n/a	n/a
38.809	0.022	saccade	n/a	364.6	191.9	n/a	407.2	189.7	1.53	93.0
38.833	0.166	fixation	n/a	406.9	190.5	3074.0	n/a	n/a	n/a	n/a
39.001	0.022	saccade	n/a	410.8	191.1	n/a	457.7	185.7	1.69	106.0
39.025	0.208	fixation	n/a	456.0	185.5	3024.0	n/a	n/a	n/a	n/a
39.235	0.028	saccade	n/a	459.1	184.0	n/a	520.8	179.8	2.22	131.0
39.265	0.214	fixation	n/a	521.5	180.9	2932.0	n/a	n/a	n/a	n/a
39.481	0.02	saccade	n/a	525.3	180.5	n/a	562.0	178.6	1.31	88.0
39.503	0.152	fixation	n/a	560.8	178.9	2861.0	n/a	n/a	n/a	n/a
39.657	0.064	saccade	n/a	561.2	178.7	n/a	128.8	237.1	15.32	401.0
39.723	0.338	fixation	n/a	127.3	242.5	2764.0	n/a	n/a	n/a	n/a
40.063	0.024	saccade	n/a	125.5	246.4	n/a	180.9	249.7	1.92	118.0
40.089	0.244	fixation	n/a	182.8	252.0	2731.0	n/a	n/a	n/a	n/a
40.335	0.024	saccade	n/a	185.6	251.0	n/a	239.6	248.4	1.89	122.0
40.361	0.134	fixation	n/a	240.4	249.2	2755.0	n/a	n/a	n/a	n/a
40.497	0.022	saccade	n/a	241.9	249.8	n/a	288.1	244.3	1.64	112.0
40.521	0.156	fixation	n/a	289.7	245.8	2780.0	n/a	n/a	n/a	n/a
40.679	0.032	saccade	n/a	291.7	244.4	n/a	385.2	235.9	3.34	186.0
40.713	0.218	fixation	n/a	386.6	240.3	2763.0	n/a	n/a	n/a	n/a
40.933	0.028	saccade	n/a	389.8	242.4	n/a	479.5	234.5	3.23	165.0
40.963	0.162	fixation	n/a	486.2	236.5	2717.0	n/a	n/a	n/a	n/a
41.127	0.056	saccade	n/a	487.2	237.6	n/a	142.7	306.8	12.36	400.0
41.185	0.186	fixation	n/a	142.5	309.3	2708.0	n/a	n/a	n/a	n/a
41.373	0.03	saccade	n/a	144.8	311.6	n/a	230.7	302.4	3.01	181.0
41.405	0.17	fixation	n/a	234.9	304.3	2719.0	n/a	n/a	n/a	n/a
41.516	0.0	trigger_11	11	n/a	n/a	n/a	n/a	n/a	n/a	n/a
41.577	0.036	saccade	n/a	233.8	302.0	n/a	139.1	199.0	4.94	247.0
41.582	0.0	trigger_10	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a
41.615	0.152	fixation	n/a	140.6	200.5	2720.0	n/a	n/a	n/a	n/a
41.769	0.018	saccade	n/a	137.0	197.9	n/a	108.3	189.2	1.03	80.0
41.789	0.23	fixation	n/a	116.1	191.5	2749.0	n/a	n/a	n/a	n/a
42.021	0.024	saccade	n/a	120.5	195.9	n/a	182.1	191.5	2.14	132.0
42.047	0.302	fixation	n/a	180.9	193.9	2824.0	n/a	n/a	n/a	n/a
42.351	0.026	saccade	n/a	181.0	196.4	n/a	261.2	189.3	2.83	150.0
42.379	0.43	fixation	n/a	266.3	191.5	2955.0	n/a	n/a	n/a	n/a
42.811	0.024	saccade	n/a	270.1	192.1	n/a	316.9	189.0	1.67	93.0
42.837	0.286	fixation	n/a	331.8	190.1	3131.0	n/a	n/a	n/a	n/a
43.125	0.024	saccade	n/a	337.8	191.9	n/a	395.0	192.8	2.06	118.0
43.151	0.214	fixation	n/a	394.3	195.4	3125.0	n/a	n/a	n/a	n/a
