onset	duration	trial_type	value	gaze_x	gaze_y	pupil_size	sacc_endx	sacc_endy	sacc_amplitude	sacc_peakvel
8.886	0.192	fixation	n/a	484.4	208.8	3143.0	n/a	n/a	n/a	n/a
9.08	0.034	saccade	n/a	487.4	205.6	n/a	599.2	200.7	3.98	197.0
9.116	0.368	fixation	n/a	600.2	205.3	2968.0	n/a	n/a	n/a	n/a
9.486	0.07	saccade	n/a	601.0	202.6	n/a	153.8	291.4	15.74	372.0
9.558	0.37	fixation	n/a	157.7	291.2	3114.0	n/a	n/a	n/a	n/a
9.93	0.034	saccade	n/a	160.6	292.0	n/a	280.0	283.0	4.08	185.0
9.966	0.216	fixation	n/a	283.8	280.8	3158.0	n/a	n/a	n/a	n/a
10.184	0.04	saccade	n/a	286.1	281.2	n/a	447.1	273.5	5.65	252.0
10.226	0.262	fixation	n/a	450.3	277.1	3096.0	n/a	n/a	n/a	n/a
10.49	0.056	saccade	n/a	451.5	275.9	n/a	138.6	349.8	11.05	359.0
10.548	0.176	fixation	n/a	143.8	353.4	3111.0	n/a	n/a	n/a	n/a
10.726	0.038	saccade	n/a	145.0	355.1	n/a	283.4	340.3	4.73	226.0
10.766	0.206	fixation	n/a	287.8	340.4	3106.0	n/a	n/a	n/a	n/a
10.974	0.038	saccade	n/a	293.7	340.8	n/a	436.6	339.5	5.01	217.0
11.014	0.274	fixation	n/a	436.1	337.3	3010.0	n/a	n/a	n/a	n/a
11.29	0.026	saccade	n/a	435.4	332.3	n/a	510.3	334.0	2.66	147.0
11.318	0.11	fixation	n/a	512.4	333.6	2980.0	n/a	n/a	n/a	n/a
11.43	0.054	saccade	n/a	511.3	336.1	n/a	220.5	223.4	10.9	370.0
11.486	0.198	fixation	n/a	228.0	226.8	3138.0	n/a	n/a	n/a	n/a
11.686	0.032	saccade	n/a	225.4	226.8	n/a	143.1	226.6	2.78	166.0
11.72	0.428	fixation	n/a	150.0	227.9	3188.0	n/a	n/a	n/a	n/a
11.842	0.0	trigger_13	13	n/a	n/a	n/a	n/a	n/a	n/a	n/a
12.15	0.024	saccade	n/a	147.9	225.7	n/a	174.7	171.4	2.11	122.0
12.176	0.178	fixation	n/a	178.4	176.3	3226.0	n/a	n/a	n/a	n/a
12.356	0.04	saccade	n/a	179.7	178.0	n/a	154.1	313.6	4.84	218.0
12.398	0.434	fixation	n/a	153.8	306.8	3291.0	n/a	n/a	n/a	n/a
12.834	0.022	saccade	n/a	152.1	306.5	n/a	109.3	298.0	1.45	95.0
12.858	0.276	fixation	n/a	115.7	300.7	3318.0	n/a	n/a	n/a	n/a
13.136	0.032	saccade	n/a	116.2	306.3	n/a	192.8	350.5	2.99	136.0
13.17	0.188	fixation	n/a	191.1	348.0	3393.0	n/a	n/a	n/a	n/a
13.36	0.04	saccade	n/a	191.1	347.1	n/a	140.4	216.7	4.87	218.0
13.402	0.0	trigger_15	15	n/a	n/a	n/a	n/a	n/a	n/a	n/a
13.402	0.268	fixation	n/a	146.1	223.5	3403.0	n/a	n/a	n/a	n/a
13.456	0.0	trigger_10	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a
13.672	0.026	saccade	n/a	151.8	222.4	n/a	189.4	173.1	2.14	130.0
13.7	0.246	fixation	n/a	191.1	173.2	3230.0	n/a	n/a	n/a	n/a
13.948	0.026	saccade	n/a	191.5	171.0	n/a	126.6	177.2	2.19	125.0
13.976	0.138	fixation	n/a	129.5	177.7	3153.0	n/a	n/a	n/a	n/a
14.116	0.042	saccade	n/a	131.6	178.8	n/a	286.3	161.7	5.27	215.0
14.16	0.18	fixation	n/a	290.6	161.1	3187.0	n/a	n/a	n/a	n/a
14.342	0.028	saccade	n/a	295.5	163.4	n/a	373.5	158.1	2.72	150.0
14.372	0.34	fixation	n/a	371.9	154.1	3201.0	n/a	n/a	n/a	n/a
14.714	0.028	saccade	n/a	374.7	155.7	n/a	456.3	151.6	2.88	146.0
14.744	0.166	fixation	n/a	458.7	149.7	3130.0	n/a	n/a	n/a	n/a
14.912	0.03	saccade	n/a	460.6	148.4	n/a	548.2	145.5	3.11	164.0
14.944	0.236	fixation	n/a	548.0	148.0	3099.0	n/a	n/a	n/a	n/a
15.182	0.064	saccade	n/a	547.1	143.9	n/a	163.9	228.3	13.55	360.0
15.248	0.196	fixation	n/a	170.5	230.5	3145.0	n/a	n/a	n/a	n/a
15.446	0.048	saccade	n/a	174.0	231.0	n/a	384.5	210.9	7.27	235.0
15.496	0.442	fixation	n/a	390.9	209.7	3086.0	n/a	n/a	n/a	n/a
15.94	0.042	saccade	n/a	392.3	209.5	n/a	234.9	180.1	5.56	221.0
15.984	0.2	fixation	n/a	240.0	181.9	3085.0	n/a	n/a	n/a	n/a
16.186	0.024	saccade	n/a	238.9	182.5	n/a	179.4	172.8	2.05	126.0
16.188	0.0	trigger_11	11	n/a	n/a	n/a	n/a	n/a	n/a	n/a
16.212	0.33	fixation	n/a	177.7	170.6	3181.0	n/a	n/a	n/a	n/a
16.292	0.0	trigger_10	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a
16.544	0.02	saccade	n/a	173.1	169.3	n/a	126.5	169.3	1.55	103.0
16.566	0.058	fixation	n/a	130.1	167.6	3198.0	n/a	n/a	n/a	n/a
16.626	0.04	saccade	n/a	134.6	168.3	n/a	306.9	153.1	5.85	237.0
16.668	0.176	fixation	n/a	311.6	153.2	3172.0	n/a	n/a	n/a	n/a
16.846	0.04	saccade	n/a	313.6	154.1	n/a	459.8	144.8	5.12	230.0
16.888	0.228	fixation	n/a	462.9	151.6	3134.0	n/a	n/a	n/a	n/a
17.118	0.03	saccade	n/a	463.6	148.7	n/a	555.8	143.6	3.27	172.0
17.15	0.216	fixation	n/a	556.4	147.9	3030.0	n/a	n/a	n/a	n/a
17.368	0.062	saccade	n/a	557.3	145.6	n/a	162.6	217.1	13.85	388.0
17.432	0.234	fixation	n/a	164.6	220.9	3131.0	n/a	n/a	n/a	n/a
17.668	0.036	saccade	n/a	165.6	222.3	n/a	293.8	214.9	4.38	212.0
17.706	0.192	fixation	n/a	295.0	213.9	3179.0	n/a	n/a	n/a	n/a
17.9	0.04	saccade	n/a	296.7	216.1	n/a	447.7	205.0	5.3	233.0
17.942	0.25	fixation	n/a	448.1	207.7	3174.0	n/a	n/a	n/a	n/a
18.194	0.038	saccade	n/a	449.4	210.7	n/a	578.8	204.9	4.61	203.0
18.234	0.116	fixation	n/a	577.0	205.0	3109.0	n/a	n/a	n/a	n/a
18.352	0.066	saccade	n/a	576.4	204.5	n/a	143.6	294.9	15.21	405.0
18.42	0.188	fixation	n/a	146.4	291.5	3219.0	n/a	n/a	n/a	n/a
18.61	0.03	saccade	n/a	145.3	286.7	n/a	223.1	277.8	2.63	155.0
18.642	0.172	fixation	n/a	222.5	279.5	3230.0	n/a	n/a	n/a	n/a
18.816	0.038	saccade	n/a	223.4	278.6	n/a	178.1	172.1	4.04	189.0
18.856	0.44	fixation	n/a	183.0	175.7	3170.0	n/a	n/a	n/a	n/a
18.89	0.0	trigger_11	11	n/a	n/a	n/a	n/a	n/a	n/a	n/a
18.994	0.0	trigger_10	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a
19.298	0.026	saccade	n/a	183.8	174.0	n/a	254.0	161.0	2.42	129.0
19.326	0.16	fixation	n/a	256.6	160.8	3234.0	n/a	n/a	n/a	n/a
19.488	0.03	saccade	n/a	257.1	161.2	n/a	183.0	166.4	2.52	149.0
19.52	0.322	fixation	n/a	191.4	170.2	3228.0	n/a	n/a	n/a	n/a
19.844	0.016	saccade	n/a	189.9	175.3	n/a	169.8	177.2	0.68	52.0
19.862	0.14	fixation	n/a	171.8	176.3	3260.0	n/a	n/a	n/a	n/a
20.004	0.172	saccade	n/a	180.8	176.5	n/a	236.6	184.3	1.91	2575.0
20.038	0.066	blink	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
20.178	0.146	fixation	n/a	234.1	167.2	3243.0	n/a	n/a	n/a	n/a
20.326	0.034	saccade	n/a	235.5	165.8	n/a	342.9	159.7	3.71	170.0
20.362	0.206	fixation	n/a	343.1	163.3	3288.0	n/a	n/a	n/a	n/a
20.57	0.034	saccade	n/a	346.6	166.2	n/a	464.5	158.7	4.16	197.0
20.606	0.202	fixation	n/a	464.1	151.7	3110.0	n/a	n/a	n/a	n/a
20.81	0.034	saccade	n/a	466.7	151.8	n/a	570.5	146.5	3.7	173.0
20.846	0.252	fixation	n/a	569.4	142.4	2984.0	n/a	n/a	n/a	n/a
21.1	0.064	saccade	n/a	569.1	141.3	n/a	137.1	226.0	15.15	406.0
21.166	0.264	fixation	n/a	137.0	225.2	3083.0	n/a	n/a	n/a	n/a
21.432	0.034	saccade	n/a	139.7	224.3	n/a	262.0	220.0	4.13	209.0
21.468	0.146	fixation	n/a	265.7	222.4	3120.0	n/a	n/a	n/a	n/a
21.616	0.034	saccade	n/a	269.3	224.4	n/a	381.1	213.3	3.92	189.0
21.652	0.178	fixation	n/a	380.6	212.0	3115.0	n/a	n/a	n/a	n/a
21.832	0.038	saccade	n/a	384.3	211.3	n/a	537.1	205.7	5.41	240.0
21.872	0.208	fixation	n/a	541.2	206.0	3008.0	n/a	n/a	n/a	n/a
22.082	0.024	saccade	n/a	543.1	205.5	n/a	603.7	202.1	2.17	125.0
22.108	0.064	fixation	n/a	604.0	203.4	2910.0	n/a	n/a	n/a	n/a
22.174	0.068	saccade	n/a	601.7	206.0	n/a	143.6	293.0	16.1	412.0
22.244	0.188	fixation	n/a	144.0	292.1	3055.0	n/a	n/a	n/a	n/a
22.434	0.034	saccade	n/a	145.6	292.8	n/a	265.6	284.7	4.07	215.0
22.47	0.234	fixation	n/a	268.2	283.7	3068.0	n/a	n/a	n/a	n/a
22.706	0.028	saccade	n/a	269.7	280.1	n/a	342.6	272.1	2.54	148.0
22.736	0.142	fixation	n/a	344.4	273.8	3027.0	n/a	n/a	n/a	n/a
22.88	0.048	saccade	n/a	345.5	273.5	n/a	558.3	262.1	7.52	278.0
22.93	0.19	fixation	n/a	561.6	262.7	2921.0	n/a	n/a	n/a	n/a
23.122	0.062	saccade	n/a	560.4	263.6	n/a	168.5	345.0	13.84	375.0
23.186	0.204	fixation	n/a	172.3	346.7	3071.0	n/a	n/a	n/a	n/a
23.392	0.032	saccade	n/a	175.8	346.0	n/a	286.5	342.2	3.77	202.0
23.426	0.12	fixation	n/a	288.5	341.8	3080.0	n/a	n/a	n/a	n/a
23.548	0.038	saccade	n/a	293.1	342.6	n/a	425.6	334.0	4.63	224.0
23.588	0.256	fixation	n/a	430.0	334.3	2979.0	n/a	n/a	n/a	n/a
23.846	0.036	saccade	n/a	433.1	332.9	n/a	550.3	328.8	4.16	191.0
23.884	0.216	fixation	n/a	549.9	327.1	2848.0	n/a	n/a	n/a	n/a
24.102	0.038	saccade	n/a	549.3	329.4	n/a	416.9	336.3	4.7	246.0
24.142	0.268	fixation	n/a	421.5	330.2	2911.0	n/a	n/a	n/a	n/a
24.412	0.04	saccade	n/a	423.3	332.9	n/a	577.5	332.5	5.47	245.0
24.454	0.17	fixation	n/a	580.3	328.9	2853.0	n/a	n/a	n/a	n/a
24.626	0.06	saccade	n/a	581.7	328.6	n/a	239.7	185.6	12.96	376.0
24.688	0.338	fixation	n/a	242.2	183.8	2966.0	n/a	n/a	n/a	n/a
24.73	0.0	trigger_11	11	n/a	n/a	n/a	n/a	n/a	n/a	n/a
24.838	0.0	trigger_10	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a
25.028	0.032	saccade	n/a	239.0	179.4	n/a	149.0	171.9	3.04	180.0
25.062	0.25	fixation	n/a	154.2	173.6	3076.0	n/a	n/a	n/a	n/a
25.314	0.044	saccade	n/a	157.7	175.1	n/a	340.2	156.5	6.26	258.0
25.36	0.23	fixation	n/a	346.0	154.8	3068.0	n/a	n/a	n/a	n/a
25.592	0.036	saccade	n/a	350.1	156.4	n/a	480.9	148.1	4.61	216.0
25.63	0.328	fixation	n/a	481.7	146.4	3057.0	n/a	n/a	n/a	n/a
25.96	0.038	saccade	n/a	482.9	149.1	n/a	620.3	140.6	4.89	218.0
26.0	0.124	fixation	n/a	620.8	140.5	2943.0	n/a	n/a	n/a	n/a
26.126	0.066	saccade	n/a	620.1	140.5	n/a	159.2	231.4	16.22	408.0
26.194	0.244	fixation	n/a	163.7	231.7	3086.0	n/a	n/a	n/a	n/a
26.44	0.018	saccade	n/a	160.1	231.4	n/a	127.2	229.2	1.1	81.0
26.46	0.126	fixation	n/a	133.7	229.1	3102.0	n/a	n/a	n/a	n/a
26.588	0.042	saccade	n/a	136.4	229.3	n/a	296.2	215.7	5.43	224.0
26.632	0.156	fixation	n/a	300.6	215.8	3055.0	n/a	n/a	n/a	n/a
26.79	0.028	saccade	n/a	304.1	214.0	n/a	403.6	206.2	3.48	172.0
26.82	0.168	fixation	n/a	415.8	205.0	3074.0	n/a	n/a	n/a	n/a
26.99	0.04	saccade	n/a	417.0	206.0	n/a	556.8	200.2	4.95	208.0
27.032	0.158	fixation	n/a	556.3	199.1	3027.0	n/a	n/a	n/a	n/a
27.192	0.056	saccade	n/a	556.4	197.3	n/a	243.2	166.6	10.97	370.0
27.25	0.172	fixation	n/a	247.1	169.8	3094.0	n/a	n/a	n/a	n/a
27.424	0.056	saccade	n/a	249.9	175.2	n/a	594.7	198.1	12.08	369.0
27.482	0.162	fixation	n/a	598.3	199.2	3005.0	n/a	n/a	n/a	n/a
27.646	0.06	saccade	n/a	600.7	200.7	n/a	259.3	200.5	11.94	366.0
27.708	0.392	fixation	n/a	263.8	199.1	3138.0	n/a	n/a	n/a	n/a
27.762	0.0	trigger_11	11	n/a	n/a	n/a	n/a	n/a	n/a	n/a
27.868	0.0	trigger_10	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a
28.102	0.03	saccade	n/a	259.5	197.7	n/a	181.3	166.9	2.86	167.0
28.134	0.13	fixation	n/a	189.9	171.3	3233.0	n/a	n/a	n/a	n/a
28.266	0.03	saccade	n/a	192.7	172.1	n/a	281.0	164.5	3.02	174.0
28.298	0.166	fixation	n/a	282.3	164.2	3184.0	n/a	n/a	n/a	n/a
28.466	0.04	saccade	n/a	287.9	163.8	n/a	443.9	150.0	5.47	228.0
28.508	0.3	fixation	n/a	448.7	147.0	3077.0	n/a	n/a	n/a	n/a
28.81	0.058	saccade	n/a	451.4	147.3	n/a	131.0	220.6	11.24	345.0
28.87	0.164	fixation	n/a	138.7	222.1	3096.0	n/a	n/a	n/a	n/a
29.036	0.034	saccade	n/a	141.4	224.5	n/a	252.5	218.4	3.75	213.0
29.072	0.392	fixation	n/a	254.2	216.9	3091.0	n/a	n/a	n/a	n/a
29.466	0.042	saccade	n/a	258.4	219.1	n/a	437.2	201.5	6.25	246.0
29.51	0.21	fixation	n/a	441.5	200.9	3033.0	n/a	n/a	n/a	n/a
29.722	0.042	saccade	n/a	444.0	201.8	n/a	605.7	200.0	5.71	224.0
29.766	0.306	fixation	n/a	605.9	200.0	2879.0	n/a	n/a	n/a	n/a
30.074	0.028	saccade	n/a	604.9	199.6	n/a	528.0	200.6	2.74	169.0
30.104	0.16	fixation	n/a	532.6	200.1	2784.0	n/a	n/a	n/a	n/a
30.266	0.058	saccade	n/a	533.0	201.5	n/a	253.9	185.2	9.76	293.0
30.314	0.0	trigger_11	11	n/a	n/a	n/a	n/a	n/a	n/a	n/a
30.326	0.266	fixation	n/a	253.5	183.2	2958.0	n/a	n/a	n/a	n/a
30.418	0.0	trigger_10	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a
30.594	0.034	saccade	n/a	250.8	183.7	n/a	136.4	166.0	3.89	200.0
30.63	0.116	fixation	n/a	141.7	166.2	3107.0	n/a	n/a	n/a	n/a
30.748	0.036	saccade	n/a	144.7	166.6	n/a	279.1	156.0	4.55	214.0
30.786	0.144	fixation	n/a	283.6	156.2	3067.0	n/a	n/a	n/a	n/a
30.932	0.032	saccade	n/a	290.0	157.2	n/a	389.0	149.8	3.45	170.0
30.966	0.278	fixation	n/a	389.6	151.0	3037.0	n/a	n/a	n/a	n/a
31.246	0.042	saccade	n/a	388.8	150.7	n/a	559.7	142.3	6.04	260.0
31.29	0.184	fixation	n/a	561.3	141.4	3001.0	n/a	n/a	n/a	n/a
31.476	0.066	saccade	n/a	560.5	144.4	n/a	144.5	229.7	14.61	395.0
31.544	0.282	fixation	n/a	146.4	228.3	3107.0	n/a	n/a	n/a	n/a
31.828	0.032	saccade	n/a	147.2	226.2	n/a	243.6	162.8	3.93	187.0
31.862	0.228	fixation	n/a	256.9	161.8	3073.0	n/a	n/a	n/a	n/a
32.092	0.034	saccade	n/a	256.2	160.8	n/a	164.8	213.6	3.59	213.0
32.128	0.706	fixation	n/a	168.9	214.3	3173.0	n/a	n/a	n/a	n/a
32.492	0.0	trigger_11	11	n/a	n/a	n/a	n/a	n/a	n/a	n/a
32.594	0.0	trigger_12	12	n/a	n/a	n/a	n/a	n/a	n/a	n/a
32.836	0.024	saccade	n/a	169.3	215.8	n/a	192.8	173.0	1.7	104.0
32.862	0.17	fixation	n/a	194.8	178.7	3190.0	n/a	n/a	n/a	n/a
33.034	0.042	saccade	n/a	197.9	178.9	n/a	382.6	158.6	6.4	259.0
33.078	0.19	fixation	n/a	385.7	158.2	3147.0	n/a	n/a	n/a	n/a
33.27	0.036	saccade	n/a	388.5	160.5	n/a	513.0	151.2	4.41	208.0
33.308	0.208	fixation	n/a	511.9	150.1	3085.0	n/a	n/a	n/a	n/a
33.518	0.058	saccade	n/a	512.8	150.3	n/a	161.3	224.3	12.36	377.0
33.578	0.326	fixation	n/a	166.7	226.6	3064.0	n/a	n/a	n/a	n/a
33.906	0.036	saccade	n/a	171.1	223.5	n/a	304.4	212.1	4.55	194.0
33.944	0.21	fixation	n/a	308.2	212.5	3009.0	n/a	n/a	n/a	n/a
34.156	0.042	saccade	n/a	310.4	211.8	n/a	461.2	202.4	5.29	203.0
34.2	0.28	fixation	n/a	462.5	203.4	3021.0	n/a	n/a	n/a	n/a
34.482	0.03	saccade	n/a	465.1	203.2	n/a	555.4	203.2	3.21	156.0
34.514	0.094	fixation	n/a	555.3	202.1	2975.0	n/a	n/a	n/a	n/a
34.61	0.066	saccade	n/a	554.8	205.4	n/a	158.6	284.4	13.95	375.0
34.678	0.186	fixation	n/a	162.0	283.2	3090.0	n/a	n/a	n/a	n/a
34.866	0.028	saccade	n/a	162.5	278.6	n/a	173.2	204.8	2.61	148.0
34.896	0.428	fixation	n/a	177.1	211.2	3133.0	n/a	n/a	n/a	n/a
34.988	0.0	trigger_13	13	n/a	n/a	n/a	n/a	n/a	n/a	n/a
35.326	0.028	saccade	n/a	180.9	211.2	n/a	245.6	167.9	2.68	139.0
35.356	0.16	fixation	n/a	247.6	170.0	3178.0	n/a	n/a	n/a	n/a
35.518	0.036	saccade	n/a	247.4	168.9	n/a	125.4	172.4	4.11	211.0
35.556	0.196	fixation	n/a	131.5	170.1	3227.0	n/a	n/a	n/a	n/a
35.754	0.034	saccade	n/a	135.4	174.3	n/a	247.7	164.2	3.8	203.0
35.79	0.518	fixation	n/a	248.7	166.6	3380.0	n/a	n/a	n/a	n/a
36.31	0.038	saccade	n/a	247.3	166.9	n/a	120.7	180.6	4.28	186.0
36.35	0.364	fixation	n/a	132.1	186.6	3501.0	n/a	n/a	n/a	n/a
36.716	0.078	saccade	n/a	134.9	190.7	n/a	135.7	257.3	2.32	498.0
36.796	0.214	fixation	n/a	136.8	249.7	3431.0	n/a	n/a	n/a	n/a
37.012	0.028	saccade	n/a	134.6	250.5	n/a	129.2	316.7	2.31	140.0
37.042	0.38	fixation	n/a	130.4	312.0	3412.0	n/a	n/a	n/a	n/a
37.424	0.02	saccade	n/a	129.5	310.2	n/a	134.1	340.6	1.07	73.0
37.446	0.246	fixation	n/a	136.1	339.0	3334.0	n/a	n/a	n/a	n/a
37.694	0.042	saccade	n/a	135.7	336.6	n/a	130.4	198.1	4.83	191.0
37.738	0.302	fixation	n/a	130.6	203.5	3348.0	n/a	n/a	n/a	n/a
38.042	0.034	saccade	n/a	131.2	203.1	n/a	255.3	167.1	4.37	198.0
38.078	0.262	fixation	n/a	259.8	166.2	3384.0	n/a	n/a	n/a	n/a
38.342	0.042	saccade	n/a	260.3	163.9	n/a	110.4	191.7	5.12	222.0
38.386	0.208	fixation	n/a	120.3	193.4	3395.0	n/a	n/a	n/a	n/a
38.596	0.022	saccade	n/a	119.9	197.1	n/a	115.3	241.9	1.57	104.0
38.62	0.588	fixation	n/a	115.8	237.8	3437.0	n/a	n/a	n/a	n/a
39.21	0.018	saccade	n/a	116.2	241.6	n/a	90.9	243.8	0.84	64.0
39.23	0.344	fixation	n/a	94.0	241.8	3509.0	n/a	n/a	n/a	n/a
39.576	0.032	saccade	n/a	93.9	246.5	n/a	127.6	327.0	3.01	149.0
39.61	0.488	fixation	n/a	127.2	320.3	3480.0	n/a	n/a	n/a	n/a
40.1	0.018	saccade	n/a	126.6	315.7	n/a	117.8	294.3	0.8	56.0
40.12	0.334	fixation	n/a	122.5	294.2	3249.0	n/a	n/a	n/a	n/a
40.456	0.022	saccade	n/a	125.4	303.2	n/a	137.5	351.2	1.72	110.0
40.48	0.238	fixation	n/a	134.6	344.6	3328.0	n/a	n/a	n/a	n/a
40.72	0.028	saccade	n/a	132.4	342.5	n/a	121.3	260.5	2.87	141.0
40.75	0.272	fixation	n/a	126.2	265.1	3332.0	n/a	n/a	n/a	n/a
40.788	0.0	trigger_15	15	n/a	n/a	n/a	n/a	n/a	n/a	n/a
40.84	0.0	trigger_10	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a
41.024	0.026	saccade	n/a	125.6	262.4	n/a	126.5	198.2	2.24	123.0
41.052	0.19	fixation	n/a	130.7	200.7	3253.0	n/a	n/a	n/a	n/a
41.244	0.034	saccade	n/a	131.6	198.7	n/a	235.3	165.7	3.67	168.0
